,time,tx,address,rx
458,20.865065,27000a00000087,0300010000000100014d000003000000,27000a0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001e00250011000900020002000000af8802001a00000001000100000000000300db03dc03ab2010000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000af8802002400000001000100000000000500db03dc03ab2010000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000050000000000000000000000000000000000af8802002e00000001000100000000000700db03dc03ab2010000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000af8802003800000001000100000000000900db03dc03ab2010000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090000000000000000000000000000000000af8802004200000001000100000000000b00db03dc03ab2010000000080000000a000000000000000000000000000000000085000000000000000100010000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000848000000000000001000100000000000000000000008308100008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c0000000000000000000000000000000000af8004008200000001000100000000000c0000004b00ff7b1e000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000270000000000000000000000000000000000a78002005800000001000100000000000e000000df030000000040000000000077
460,21.109273,4f000a000000d7,0300010000000100014d000003002800,4f000a000000280000000000000000000000000000000000a7800400570000000100010000000000100000004b0000000000400000000000290000000000000000000000000000000000a7800200590000000100010000000000120000004e00000000004000000000002a000000000000000000000000000000000084800100000000000100010000000000000000000000000000004000000000002b0000000000000000000000000000000000a7800200bd0000000100010000000000140000004e0000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000350000000000000000000000000000000000800401000000000001000100000000001e000000000000000000000000000000360000000000000000000000000000000000800401000000000001000100000000001e000000000000000000000000000000370000000000000000000000000000000000808401000000000001000100000000001f000000000000100000000800000000380000000000000000000000000000000000800400000000000001000100000000002000000000000000000000000000000039000000000000000000000000000000000080040000000000000100010000000000200000000000000000000000000000003a0000000000000000000000000000000000808400000000000001000100000000002100000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003c000000000000000000000000000000000080000000000000000100010000000000000000000000000000000000002000003d000000000000000000000000000000000081010000000000000100010000000000220000000000000000000000000400003e0000000b000c000e00190002000100000081000000000000000100010000000000230000000000ff7d18000000000801003f00000000000000000000000000000000008c840100000000000100010000000000240026004800000000000080000000004000000000000000000000000000000000008c840100000000000100010000000000280029004800000000000080000000004100000000000000000000000000000000008c8401000000000001000100000000002b002c004800080000000080000000004200000000000000000000000000000000008c8401000000000001000100000000002e002f004800082000000080000000004300000000000000000000000000000000008c8401000000000001000100000000003100320048000820000000800000000044000000000000000000000000000000000085850100000000000200020000000000340000000000ff7b1a0080000000000045000000000000000000000000000000000084840100000000000100010000000000350000000000000000000000000000004600000000000000000000000000000000008404010000000000010001000000000036000000000000000000000000000000470000000000000000000000000000000000ac8000000000000001000100000000003700380000000000000000000000000048000000000000000000000000000000000085840100000000000100010000000000390000000000ab2010000000004000004900000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004c00000000000000000000000000000000008f840100000000000200020000000000710300000000f561180000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004e0000000000000000000000000000000000840401000000000001000100000000003a0000004b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d
462,21.362261,77000a00000027,0300010000000100014d000003005000,77000a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005400000000000000000000000000000000008d8401000000000001000100000000003b0000000000ff791a000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000560000000000000000000000000000000000a38000009500000002000200000000000d0000004b00ff7b1e008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000059000000000000000000000000000000000084040000000000000100010000000000120700000000000000002000000000005a00000000000000000000000000000000008d0400000000000001000100000000003c003d000000ff7b1e008000000000005b00000000000000000000000000000000008504010000000000010001000000000039053f004b00000000000000000000005c000000000000000000000000000000000085040100000000000100010000000000400000004b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000670000000000000000000000000000000000a4800600000000000100010000000000010502050305000000000000000000006800000000000000000000000000000000008f000100000000000100010000000000050559000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006c0000000c000c000e00190002000100000084800000000000000100010000000000410000000000001000000000010001006d000000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000007100000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000000000720000000000000000000000000000000000848000000000000001000100000000000000000000000000000000000000000073000000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000007400000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000000000750000000c000c000e001900020004000000848000000000000001000100000000000000000000000010000000200000010076000000060009000e0019000200010000008300000000000000010001000000000042000000000000000000000000000000770000000000000000000000000000000000ab0000000000000001000100000000004300000000000000000000000000000043
464,21.616667,9f000a00000077,0300010000000100014d000003007800,9f000a000000780000000000000000000000000000000000ab0000000000000001000100000000004400000000000000000000000000000079000000000000000000000000000000000084840100000000000100010000000000670300000000f1611800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007c000000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000007d000000000000000000000000000000000085800000000000000100010000000000000000000000001200000000020000007e000000000000000000000000000000000085800000000000000100010000000000000000000000000000000000000000007f0000000000000000000000000000000000848000000000000001000100000000000000000000000000000000000000000080000000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000008100000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000880000000000000000000000000000000000ab0000000000000001000100000100004600470000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008d000000000000000000000000000000000084800000000000000100010000010000000000000000000000000000000000008e0000000000000000000000000000000000840000000000000001000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d5
466,21.871445,c7000a000000c7,0300010000000100014d00000300a000,c7000a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ac0000000000000000000000000000000000ac0000000000000001000100000000003f02400241020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b2000000000000000000000000000000000080860000000000000100010000000000700300005100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b400000000000000000000000000000000008580000000000000010001000000000000000000000000000000000000000000b5000000000000000000000000000000000080040000000000000100010000000000e201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b80000000000000000000000000000000000848400000000000001000100000000007b020000000041200800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000bf0000000000000000000000000000000000a0800000000000000200020000000000b502b602000080001000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c30000000000000000000000000000000000a7000400020000000100010000000000e60200004b000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c60000000000000000000000000000000000a7000000050000000100010000000000ec0200004b000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002e
468,22.119526,ef000a00000017,0300010000000100014d00000300c800,ef000a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000cb0000000000000000000000000000000000848000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ce00000000000000000000000000000000008480000000000000010001000000000000000000000084800000000000000000cf0000000000000000000000000000000000800000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e100000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e200000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e300000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e400000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e500000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e600000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000e70000000000000000000000000000000000a7800700bc000000ffffffff0000000062076307640700000000400000000000e80000000000000000000000000000000000a7800000bb0000000100010000000000180000004b0000000000400000000000e900000000000000000000000000000000008480000000000000010001000000000000000000000000000000400000000000ea00000000000000000000000000000000008480000000000000010001000000000000000000000000000000400000000000eb00000000000000000000000000000000008000000000000000010001000000000000000000000000000000400000000000ec0000000000000000000000000000000000af0000000000000001000100000000001c0000004b0000020000400000000000ed00000000000000000000000000000000008000000000000000010001000000000000000000000000000000000000000000ee00000000000000000000000000000000008000000000000000010001000000000000000000000000000000000000000000ef000000000000000000000000000000000080000000000000000100010000000000000000000000000000000000000000003a
470,22.44167,17010a00000068,0300010000000100014d00000300f000,17010a000000f000000000000000000000000000000000008000000000000000010001000000000000000000000000000000000000000000f10000000a0034000c000e00020001000000af880200a1000000010001000000000012050000000000000000000000000000f2000000000000000000000000000000000087040000a2000000010001000000000012050000000084001000020000000000f3000000080010000d001900020001000000af880400a30000000100010000000000d70375034b0000000000020000000000f40000000000000000000000000000000000af880400a40000000100010000000000d80376034b0000000000020000000000f50000000000000000000000000000000000af880400a50000000100010000000000d90377034b0000000000020000000000f60000000000000000000000000000000000a7000400a60000000100010000000000da0378034b0000020000020000000000f70000000000000000000000000000000000a7800400ba00000001000100000000001a0000004b00ff7b1e00020000000000f80000000000000000000000000000000000a7800000000000000100010000000000870300004b00ff7b1e00001000000000f900000000000000000000000000000000008804000000000000010001000000000088030000000000000000000000000000fa00000000000000000000000000000000008404000000000000010001000000000039020000000000000000000000000000fb0000000000000000000000000000000000838500000000000001000100000000004000000000007f220e00000200000000fc00000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000000000fd0000000000000000000000000000000000a7000200060000000100010000000000e80200004b0000000000080000000000fe000000000000000000000000000000000087040000070000000100010000000000ea0200004b0000000000080000000000ff0000000000000000000000000000000000a7000000080000000100010000000000ee0200004b0000000000080000000000000100000000000000000000000000000000a70000000000000001000100000000009702d403000000000000000000000000010100000000000000000000000000000000a70000000000000001000100000000009602d403000000000000000000000000020100000000000000000000000000000000a70000000000000001000100000000000503d403000000000000000000000000030100000000000000000000000000000000a7000000000000000100010000000000d501d403000000000000000000000000040100000000000000000000000000000000a70000000000000001000100000000000a03d403000000000000000000000000050100000000000000000000000000000000a7000000000000000100010000000000cd01d403000000000000000000000000060100000000000000000000000000000000a70000000000000001000100000000002604d403000000000000000000000000070100000000000000000000000000000000a7000000000000000100010000000000c800d403000000000000000000000000080100000000000000000000000000000000a700000000000000010001000000000000000000000000000000000000000000090100000000000000000000000000000000a7000000000000000100010000000000000000000000000000000000000000000a010000000000000000000000000000000084000000000000000100010000000000000000000000f5ffffff0000000200000b010000000000000000000000000000000080000000000000000100010000000000000000000000000000000000000000000c01000020001a000f000e0002001c000000838001000000000002000200000000000f0500000000ff7b1e000000200000000d0100000000000000000000000000000000a7880400a10000000100010000000000d50300000000000000000000000000000e010000000000000000000000000000000087040400a20000000100010000000000120500000000840010000200000000000f010000360033000c000e000200010001008700000000000000010001000000640000000000000000000000000000000000100100000000000000000000000000000000840401000000000001000100000000003a0000004b0000000000000000000000110100000000000000000000000000000000848601000000000001000100000000001e0500001f05ff7b1a00000400000000120100000000000000000000000000000000a7000400a700000001000100000000001a0000000000ff7b1e00020000000000130100000000000000000000000000000000831000000000000001000100000000000000000000000000000000000000000014010000000000000000000000000000000085040100000000000100010000000000400000004b000000000000000000000015010000000000000000000000000000000084080000000000000100010000000000000000000000712808000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170100000000000000000000000000000000a30004009d00000001000100000000007c030000000000000000000000000000ab
472,22.698609,3f010a000000b9,0300010000000100014d000003001801,3f010a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001f01000000000000000000000000000000008504010000000000010001000000000036053f004b0000000000000000000000200100000000000000000000000000000000af80020000000000010001000000000000000000000000000000000000000000210100000000000000000000000000000000af80020000000000010001000000000000000000000000000000000000000000220100000000000000000000000000000000af8002000000000001000100000000000000000000000000000000000000000023010000000000000000000000000000000083010000000000000100010000000000000000000000ff791a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a0100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000002b0100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000002c0100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000002d0100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000002e0100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000002f0100000000000000000000000000000000c100000000000000010001000000000000000000000000000000000000000000300100000000000000000000000000000000c1000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000320100000000000000000000000000000000c100000000000000010001000000000000000000000000000000000000000000330100000000000000000000000000000000c100000000000000010001000000000000000000000000000000000000000000340100000000000000000000000000000000840401000000000001000100000000003d060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003d010000000000000000000000000000000084000100000000000100010000000000000000000000000000000000000000003e010000000000000000000000000000000084840100000000000300030000000000630500000000000010000000001000003f010000000000000000000000000000000085000100000000000100010000000000000000000000000000000000000000004f
474,22.951563,67010a00000009,0300010000000100014d000003004001,67010a00000040010000000000000000000000000000000080840100000000000100010000000000440500000000712008000000000000004101000000000000000000000000000000008400000000000000000000000000000000000000000000000000000000100000420100000000000000000000000000000000848000000000000001000100000000000000000000000000000000000000000043010000000000000000000000000000000087010100000000000100010000000000000000000000000000000000000000004401000000000000000000000000000000008701010000000000010001000000000000000000000000000000000000000000450100000000000000000000000000000000870101000000000001000100000000000000000000000000000000000000000046010000000000000000000000000000000087010100000000000100010000000000000000000000000000000000000000004701000000000000000000000000000000008701010000000000010001000000000000000000000000000000000000000000480100000000000000000000000000000000840001000000000001000100000000000000000000000900000000000000000049010000000000000000000000000000000084000100000000000100010000000000000000000000000000000000000000004a010000000000000000000000000000000084000100000000000100010000000000000000000000000000000000000000004b010000000000000000000000000000000084000100000000000100010000000000000000000000000000000000000000004c010000000000000000000000000000000083000100000000000100010000000000000000000000000000000000000000004d010000000000000000000000000000000083000100000000000100010000000000000000000000000000000000000000004e010000000000000000000000000000000084800000000000000100010000000000000000000000000000000000000000004f0100000000000000000000000000000000a7810000ab000000010001000000000000000000000000000000000000000000500100000000000000000000000000000000a7810000aa000000010001000000000000000000000000000000000000000000510100000000000000000000000000000000a90006000000000001000100000000009206930694060000000000000000000052010000000000000000000000000000000084840100000000000100010000000000960600004b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058010000000000000000000000000000000084040100000000000100010000000000d8060000e4060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005a010000000000000000000000000000000084800100000000000100010000000000d8060000e4060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064010000000000000000000000000000000087000600000000000100010000000000d40300000000000000000000000000006501000000000000000000000000000000008c8401000000000001000100000000003b00000000000000000000000000000066010000000000000000000000000000000081010000000000000100010000000000100700000000000000000000000000006701000000000000000000000000000000008480000000000000010001000000000000000000000000000000000000000000d4
476,23.200113,76010a00000040,0300010000000100014d000003006801,76010a000000680100000000000000000000000000000000888406000000000001000100000000004a074b074c07000000000000000000006901000000000000000000000000000000008c8406000000000001000100000000004e074f07000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006c010000000000000000000000000000000081840600000000000100010000000000880300000000712008004000000000006d0100000000000000000000000000000000af800600000000000100010000000000560757075807000000000000000000006e0100000000000000000000000000000000af800600000000000100010000000000440700000000000000000000000000006f01000000000000000000000000000000008000060000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000760100000000000000000000000000000000818000000000000001000100000000000000000000007120080000000000000079
478,23.613033,000000000000010500000081,05000100000001002053000001000000,0000000000007b
